category,customer_id,is_gift,payment_method,price,product_id,product_name,quantity,rating,shipping_address_city,shipping_address_country,shipping_address_state,shipping_address_street,shipping_address_zip_code,tags,timestamp,transaction_id
Toys,deff284b,True,Bank Transfer,246.09,72449103,Board Game,9,1,Houston,USA,NY,4403 Cedar St,37308,exclusive,2024-12-15 12:04:40,de131f58-6bae-44f5-abfb-238d1a3b0fb6
Automotive,1a54b2ef,False,Bank Transfer,804.43,c3182fad,Floor Mats,6,3,Phoenix,USA,NY,1939 Oak St,94438,sale,2025-01-19 07:56:40,3b75aaf4-393f-40ba-9c6c-93790ed48f14
Home & Kitchen,091451b7,False,Debit Card,364.28,52472775,Plates,9,5,Phoenix,USA,TX,2356 Maple St,67067,,2024-07-13 20:45:40,3897a46f-d6ab-46c3-8083-b7f62a5234a9
Electronics,6fb677c4,True,Gift Card,303.37,85bfba48,Laptop,1,4,New York,USA,NY,4453 Maple St,86193,,2024-03-25 18:20:40,776d3c31-1392-43d2-9e78-0ae39d01f015
Toys,8737fd10,True,Debit Card,938.66,49217e6b,Action Figure,8,5,Los Angeles,USA,IL,1025 Oak St,64694,"sale,trending,new",2024-08-27 06:29:40,3dbdc90c-d659-490f-b818-b16ae948e88c
Electronics,abd67697,False,Gift Card,593.24,bd4cbbd0,Smart Watch,7,1,New York,USA,TX,3693 Oak St,88376,,2024-08-19 07:41:40,6bf55945-a82f-4830-a1ca-056ab5561477
Books,77bc73b7,False,PayPal,212.42,0c45da2a,Fiction Novel,9,3,Los Angeles,USA,NY,9256 Maple St,48812,trending,2024-05-04 07:43:40,ec862f6a-2ffe-4b8f-b0cf-ed295eb2e1e3
Health,558cd7d6,True,Cash,268.34,5026a0e2,Bandages,4,3,Phoenix,USA,IL,6188 Pine St,40037,"sale,limited,trending",2024-05-12 17:55:40,ef842ed1-6107-4ac3-975c-625fc512683c
Home & Kitchen,6a7f7ade,True,Gift Card,972.85,44632643,Plates,3,1,New York,USA,IL,6571 Cedar St,49226,"sale,new,exclusive",2024-08-12 10:16:40,1cfaa5c1-f13e-4e0b-9796-bad47b9997a2
Electronics,23e334ae,False,Debit Card,162.77,0e0e0b2f,Smart Watch,10,4,Houston,USA,IL,5821 Oak St,69606,"exclusive,trending,new",2024-09-06 09:17:40,bab3d4e2-0e80-4a81-878a-035cf6ff53fb
Home & Kitchen,9460dd33,True,Bank Transfer,213.13,403252eb,Plates,1,1,Chicago,USA,AZ,8014 Main St,79455,"trending,limited,exclusive",2025-01-28 04:52:40,06300b0e-7307-4aab-a247-0a3d7524fa2e
Clothing,edf46f7c,True,PayPal,333.3,b493747f,T-shirt,3,,Phoenix,USA,TX,9220 Cedar St,23509,limited,2025-02-12 18:32:40,ecabfaea-f492-49f1-8323-bb770f9b306b
Clothing,52ae9595,True,Credit Card,273.58,f96c2eca,Jacket,7,,Chicago,USA,TX,4795 Maple St,17371,,2024-09-25 18:25:40,0cda6623-0efc-4ac4-b9fc-2754fcfc3c8d
Automotive,fa0d175e,True,Gift Card,819.46,cccbf3ac,Car Wax,6,,Chicago,USA,CA,9294 Pine St,26339,,2024-06-24 01:34:40,1ae06d43-f048-455d-9f80-b6e85c3e28c8
Home & Kitchen,6584af01,False,Debit Card,345.64,756d659c,Blender,4,,New York,USA,CA,1619 Cedar St,43767,,2024-10-26 22:56:40,0498bf81-d849-494c-bb4b-b0008b9d88dd
Electronics,5be47f3c,False,PayPal,355.14,271db09e,Headphones,9,3,Los Angeles,USA,IL,3542 Main St,46463,,2025-02-19 09:28:40,f0c7efe0-b593-4369-ba09-d9c951703238
Automotive,794d6d74,True,Bank Transfer,468.62,d6bd616d,Tire Gauge,4,,Phoenix,USA,CA,2298 Oak St,79348,,2024-08-06 16:28:40,e6d836e9-0a0d-4d40-a122-48b120bf3e6c
Electronics,887faef2,False,PayPal,173.85,e7fde284,Smartphone,10,,Chicago,USA,IL,2043 Oak St,62174,new,2025-03-16 19:15:40,b49df5cb-dfbd-463a-8c46-5a6857966c8f
Beauty,b0919a69,False,Cash,976.9,d0dc6e0f,Lipstick,4,4,Phoenix,USA,IL,7900 Maple St,69446,new,2025-02-02 09:07:40,53393d70-92b2-449b-98a0-7921bdc2964a
Sports,8b94b840,True,Bank Transfer,584.58,4fd7b9d9,Tennis Racket,7,2,Chicago,USA,AZ,278 Cedar St,38897,limited,2025-02-01 06:55:40,5b9dff06-5376-4794-8fd5-9d5b5d1e4b2e
Automotive,955dc062,False,Credit Card,441.27,ff7e23cc,Tire Gauge,3,1,Chicago,USA,AZ,343 Main St,82609,,2025-02-21 11:15:40,067f86ad-2846-4892-8a85-e314700e632d
Books,2f3c7355,False,Credit Card,979.28,76960498,Science Fiction,3,5,Houston,USA,IL,1197 Cedar St,94801,,2024-08-07 11:00:40,0956df29-aec3-4387-a8a3-17ff4e6ba304
Electronics,e555dcf4,True,Credit Card,362.32,3a3634e7,Headphones,9,,Phoenix,USA,NY,826 Oak St,66959,,2025-02-06 21:27:40,f38930c1-1a6e-4b5c-a226-58a927e403fe
Health,f4d17085,True,Cash,189.67,1807f42c,Vitamins,1,,Chicago,USA,TX,8382 Pine St,14658,"new,exclusive",2024-11-20 17:22:40,ba59ad0b-5c84-4fa8-b4d2-1e10e206065e
Health,ab7353a3,True,Gift Card,256.49,caa24aec,Pain Reliever,10,4,New York,USA,NY,7596 Main St,52815,,2024-09-26 06:32:40,236fa8c9-92df-4e79-baf8-37732b87b97c
Books,0573df66,False,Gift Card,974.33,aeab19f0,Science Fiction,1,2,Los Angeles,USA,AZ,7040 Maple St,26426,"sale,exclusive",2025-01-07 05:52:40,69538aa2-4775-40b3-b170-2dbc18e7ffae
Home & Kitchen,6359c0f8,False,PayPal,404.43,92c18e1e,Toaster,6,5,Chicago,USA,AZ,5187 Maple St,53681,new,2024-10-06 12:44:40,58edf50a-1478-42d0-a17f-341b0058d11b
Books,7e155f8f,False,Cash,60.34,026b4b76,History,9,1,New York,USA,TX,1233 Maple St,57573,new,2025-03-09 04:59:40,fb16786b-33f7-4d2f-81b1-5a26c32ed781
Sports,9f50f5f6,False,Bank Transfer,346.51,5b55b36a,Bicycle,6,4,Phoenix,USA,IL,7660 Pine St,32592,trending,2024-12-21 03:28:40,c3eb2ef0-51fb-4777-895c-9bfd34751814
Grocery,10fcfbcb,False,Bank Transfer,656.93,15dc590b,Snacks,4,,New York,USA,IL,8734 Pine St,95904,,2024-08-11 14:53:40,5219c702-6451-4927-bd5c-351558bcd9c0
Sports,f64ac8fb,True,Cash,268.05,d24d2b8b,Tennis Racket,8,3,New York,USA,NY,1859 Cedar St,35711,"trending,limited",2024-04-02 23:15:40,45ac9d32-f0e5-47f5-8626-9bf1a599173e
Home & Kitchen,0de769b1,False,Gift Card,210.0,58d476b8,Toaster,10,,Chicago,USA,AZ,490 Oak St,68951,,2024-04-29 00:13:40,3e95b68f-de0e-4c2f-805c-0b8ee3d1855f
Books,c50e5248,True,PayPal,863.14,555abcfd,Biography,6,,Chicago,USA,CA,5276 Maple St,24971,"exclusive,trending,sale",2024-12-24 00:15:40,7fb97d1d-eb1f-4340-9baa-30d47c92c3e0
Clothing,e52849b2,False,Bank Transfer,838.59,151a525a,Shoes,6,,Chicago,USA,TX,8507 Main St,49465,"exclusive,trending,new",2024-12-27 14:21:40,eefed425-c493-4b16-bdbe-d8ed13245e63
Health,bee933fb,False,Bank Transfer,840.48,d768f11f,Thermometer,4,3,New York,USA,NY,4066 Cedar St,89878,,2024-11-20 01:55:40,f83213fb-3088-4de3-a727-4581c8ea9c60
Automotive,0c2e1220,True,PayPal,404.46,685a961d,Air Freshener,5,1,Chicago,USA,CA,1682 Oak St,65508,"trending,new,limited",2024-08-12 09:06:40,2c4582da-5736-4476-bdbd-514c50987c19
Books,37a4561d,True,PayPal,570.37,10b854b5,Biography,9,4,New York,USA,IL,7075 Maple St,21125,,2024-10-21 02:57:40,0c8f7cb8-091c-41d4-b033-347d54c86ba2
Sports,298e5beb,False,PayPal,711.34,1a6b23b1,Tennis Racket,8,3,Chicago,USA,CA,6955 Cedar St,85695,sale,2024-12-21 03:39:40,79b02d8a-47a4-4368-815b-ad0f82b75787
Grocery,a5d29f13,False,Debit Card,649.66,17d52c52,Frozen Meals,9,,New York,USA,CA,2760 Cedar St,37389,sale,2024-08-12 21:37:40,c86f090a-3b16-4fe4-aa2e-40fcc7c409d5
Clothing,6e6c8f32,False,Gift Card,342.8,175e8e1a,Jacket,1,1,Chicago,USA,CA,1426 Pine St,80577,"sale,limited,exclusive",2024-11-28 09:06:40,c8bc9823-501c-4918-92c8-e4da9a35efdb
Clothing,0b46e714,True,PayPal,249.27,793ef7aa,Jacket,8,,New York,USA,TX,5859 Pine St,42450,exclusive,2024-10-25 03:01:40,4abc55e0-324b-423b-9762-25d50306a7fe
Automotive,3f49eb2c,False,PayPal,373.16,2b42c86b,Air Freshener,3,,New York,USA,CA,7814 Cedar St,96839,,2024-10-28 10:13:40,0bf1f3aa-72e2-4020-b06a-ebb96f4457cd
Home & Kitchen,591e232a,True,Debit Card,767.07,47216dc9,Blender,3,5,Chicago,USA,IL,7885 Oak St,28769,"trending,limited,exclusive",2024-12-17 02:13:40,2350b4a5-a845-4684-856a-d89f113fe07c
Books,61906ca5,True,Gift Card,696.27,e0c795ea,History,8,4,Los Angeles,USA,AZ,1658 Pine St,66265,"exclusive,new",2024-05-25 07:28:40,0fad3b15-4783-4e5d-9368-7db1567dbbd7
Automotive,fc70b9a8,True,Gift Card,414.68,75f1652b,Car Wax,1,,New York,USA,AZ,3116 Pine St,45637,,2024-04-19 05:19:40,23ff7af9-d6c7-42bb-b93e-0ca251a7250e
Grocery,1d7c239a,False,Cash,153.06,e80071e0,Pasta,7,,Houston,USA,AZ,6402 Maple St,29617,"exclusive,trending",2024-10-20 19:28:40,ca1e4396-d697-47ee-840e-635e7b3264dc
Toys,8b95e991,False,PayPal,640.17,fb1a8fef,Building Blocks,5,3,Chicago,USA,TX,2847 Pine St,18662,,2024-08-09 18:23:40,5dbef31d-8fdb-435e-8000-12aaac75b693
Electronics,72d1e2b6,True,Debit Card,10.68,cf6445b7,Camera,3,2,Los Angeles,USA,NY,9590 Pine St,70791,"exclusive,sale",2024-08-14 21:38:40,74ba29a7-576b-48a3-a1c6-2fabf63ea454
Toys,58ac6262,False,Debit Card,502.88,4a1025d9,Board Game,1,1,Los Angeles,USA,NY,9079 Oak St,14079,exclusive,2025-01-29 06:53:40,5b501aa5-ed7c-4974-8306-f88380238645
Clothing,005cf100,True,Gift Card,328.6,4425e12e,T-shirt,3,3,Chicago,USA,IL,3722 Oak St,41507,"limited,exclusive",2024-09-09 18:06:40,91214b08-9ac4-429b-b87e-79df7dfaa908
Health,8ed6cc3c,False,Debit Card,822.74,d3b95fcf,Pain Reliever,4,3,Los Angeles,USA,CA,6925 Main St,36294,limited,2025-03-13 06:35:40,ffb2d2e9-3ec8-45f4-ab7f-44f82d014257
Health,e49cb710,True,Debit Card,98.85,89d31c5a,Pain Reliever,10,,Chicago,USA,TX,2039 Main St,80888,"sale,limited",2024-07-22 11:20:40,67cab421-4ce1-4fe7-a08d-2f1218b38f70
Clothing,bb2fd8bb,False,Bank Transfer,92.21,7f96d1dc,T-shirt,5,1,Phoenix,USA,CA,1747 Pine St,87801,"trending,exclusive,new",2024-04-10 00:46:40,ae1d6662-b1e5-49cf-9466-f141473b065c
Beauty,d9e9c57f,False,Gift Card,272.95,48e3f9ce,Nail Polish,1,3,New York,USA,IL,6279 Cedar St,69260,limited,2024-12-21 07:21:40,e3e08ba2-df62-4fc2-a1e4-913b1c8ce800
Books,3a09f53d,False,Cash,32.13,3a2cd951,Cookbook,10,5,Chicago,USA,IL,6927 Cedar St,32702,"exclusive,trending",2024-06-18 15:48:40,68f995d1-1d1c-44ee-b825-21d4145cf781
Health,0ca58d15,True,Gift Card,322.57,50f074d2,Thermometer,4,2,Los Angeles,USA,TX,8481 Main St,95826,"limited,trending",2024-05-21 23:05:40,5f890c6b-f850-49b2-8b85-b8810c75818d
Toys,a4aea48d,True,Cash,979.11,7fdd56dd,Board Game,3,5,Chicago,USA,NY,6991 Oak St,20140,,2025-01-28 12:42:40,a9a29922-d0c9-4912-b74a-904f665b120b
Toys,2b10d493,False,Gift Card,735.8,09266209,Stuffed Animal,1,,Houston,USA,CA,4096 Main St,78632,,2024-12-04 03:27:40,c521265c-af80-4a71-9c6e-f701f1cbdc20
Grocery,e5e1c7e5,True,Bank Transfer,379.7,2bf6fda9,Pasta,3,4,Phoenix,USA,TX,7564 Cedar St,24034,,2024-07-13 22:50:40,718603b6-020a-49c9-ac3d-ad242ca4ae60
Toys,b3f81f0e,True,PayPal,653.2,89b23d8c,Stuffed Animal,2,2,Phoenix,USA,CA,730 Pine St,50640,,2024-12-01 23:34:40,9a6926f6-2fac-4987-bae0-f75100706c2c
Toys,a4073307,True,PayPal,882.57,f0800d8c,Action Figure,9,4,Houston,USA,AZ,3114 Maple St,77469,"trending,new",2025-02-24 12:34:40,f3a22335-fa10-404a-a1c9-a6593cff55ab
Automotive,5338d3eb,False,Bank Transfer,606.96,57d4861e,Tire Gauge,3,,Chicago,USA,AZ,9622 Main St,81590,limited,2024-05-29 10:36:40,643a4196-8c47-48cd-9f06-44dc27ccc5c1
Grocery,2e80a5ab,False,Debit Card,743.46,286f3060,Snacks,5,2,Houston,USA,AZ,1772 Oak St,51113,,2025-02-12 16:16:40,ddf10fa0-22d4-447a-bcb4-569dc96f44b8
Health,93fcecb6,False,PayPal,299.2,7b844c38,Bandages,5,2,Los Angeles,USA,AZ,3542 Main St,58466,new,2024-03-20 22:47:40,6d09dbb0-50cf-4d91-ac02-c6f72eae3681
Clothing,333afc5c,False,Credit Card,795.76,c5c6885e,Shoes,1,1,Phoenix,USA,IL,7728 Pine St,43702,"sale,trending,exclusive",2024-06-01 12:16:40,7b081de9-f909-4437-80e2-ac5522b23123
Automotive,1e93c9ef,False,Gift Card,465.36,ef89e4e5,Air Freshener,1,1,Houston,USA,NY,8322 Maple St,44176,,2024-12-21 22:31:40,8899e478-32a9-4313-96e6-22015ef7561a
Grocery,b9803e0c,True,Bank Transfer,708.26,a5750d2b,Canned Goods,2,,Chicago,USA,AZ,7621 Maple St,12908,exclusive,2025-01-17 08:15:40,28433d3f-2ead-49ed-8ab8-c05751a63d96
Health,2f804205,False,Bank Transfer,236.92,a784873d,Thermometer,7,3,New York,USA,AZ,1141 Oak St,54711,,2024-12-14 22:44:40,48e5ab16-9a2f-4878-8803-692321b8c796
Beauty,4b9b078d,False,Credit Card,793.96,26cd6cd1,Shampoo,4,1,New York,USA,AZ,2323 Main St,88287,"sale,limited,trending",2024-07-11 05:40:40,77dfb4b7-5977-4181-86de-cbc11f1323ce
Clothing,9b2f93b0,True,Debit Card,15.27,1a93a18e,Socks,10,5,Los Angeles,USA,AZ,3554 Main St,58453,sale,2024-09-16 08:59:40,2f35e274-e548-4f63-a4d6-d39707eba3f1
Automotive,e85277df,True,Bank Transfer,717.41,3e38af97,Car Wax,10,2,New York,USA,NY,909 Pine St,90809,exclusive,2024-08-04 10:01:40,0bd8381f-cd27-4276-9d54-67f291ff3f37
Health,7a3eaa1b,False,PayPal,487.98,54da4be6,Bandages,5,1,Los Angeles,USA,NY,3882 Pine St,97895,"exclusive,new",2024-06-26 08:35:40,183a700c-253e-45db-9267-fb8c82e4aead
Health,f7577b25,True,Cash,153.67,8e96e478,Thermometer,4,1,Chicago,USA,AZ,1574 Cedar St,57807,"trending,sale",2024-09-20 00:18:40,e992bd06-173e-44c0-8b37-e3dccbfe5080
Electronics,155ff627,True,Debit Card,713.72,08ff2856,Smart Watch,3,4,Chicago,USA,IL,2757 Cedar St,46788,"new,limited",2024-04-22 04:48:40,a7c2a72d-f4c8-45b4-85b9-0fb843573847
Clothing,20380437,False,Cash,113.65,c7e998d6,Socks,7,3,Chicago,USA,NY,4923 Main St,92232,"exclusive,sale,limited",2024-12-25 22:11:40,a2033248-eba7-42ab-94cd-3842fb03258b
Electronics,f974e59f,False,PayPal,155.38,32a1719a,Tablet,3,1,Houston,USA,IL,4093 Cedar St,51968,new,2025-03-18 23:47:40,1424cfb1-2428-4825-bdad-c665c166939b
Health,20eabe51,False,Bank Transfer,499.39,fb7f6d8f,Thermometer,3,5,New York,USA,AZ,610 Maple St,40444,,2024-10-31 21:43:40,44408f8d-50b0-43f9-a758-312e1b4b755d
Books,2b17cfe4,False,Debit Card,783.38,f347d945,Fiction Novel,2,1,New York,USA,AZ,9676 Maple St,55394,"trending,new,limited",2025-01-29 05:22:40,b8045461-de57-4e73-846d-96605dff7354
Grocery,f0e5237d,True,PayPal,473.77,3ba7574e,Cereal,5,4,Los Angeles,USA,AZ,255 Main St,87704,sale,2024-06-20 23:47:40,d1430936-261d-4b70-8bcd-dd04a4eb42a5
Toys,f10c3664,True,Credit Card,663.33,aa1e2629,Board Game,4,2,Chicago,USA,NY,427 Cedar St,11522,"exclusive,limited,new",2024-06-14 19:47:40,d233b3e9-d37b-4b60-a175-f5ce303b5935
Grocery,b1934994,True,Bank Transfer,215.11,648f7fa0,Canned Goods,8,,Chicago,USA,TX,9678 Pine St,93655,"sale,new,limited",2024-04-10 21:28:40,70d6edf3-9f5e-4e90-ba3b-dc090e9730ba
Health,a8ebbf8a,False,Debit Card,548.39,e0cc37a6,Thermometer,5,,Los Angeles,USA,TX,6085 Main St,63716,sale,2024-09-02 00:47:40,33ac35af-f829-489a-a458-f05580fd2074
Clothing,0a4a1354,False,PayPal,726.9,575b73ae,Hat,7,3,Houston,USA,IL,4369 Maple St,53989,"trending,exclusive",2024-08-17 04:06:40,3159c998-d05e-4e36-aeb6-97da0cdd7c7c
Automotive,33dcff46,False,Gift Card,859.56,3f0e53ff,Floor Mats,8,2,New York,USA,AZ,5712 Cedar St,49941,,2024-12-23 06:17:40,dd39246e-feaa-48f8-9a1c-fb16ab15b886
Grocery,bab78ce8,True,Cash,898.62,55cfc8d0,Cereal,3,,Phoenix,USA,NY,1586 Maple St,30408,trending,2024-05-08 12:31:40,6087c9b7-5652-4f26-adc4-889f4d55089e
Home & Kitchen,f9ab4653,True,PayPal,873.01,d7fe7242,Blender,2,4,Houston,USA,NY,5296 Maple St,46784,"limited,exclusive",2025-01-13 17:05:40,a70f6dcd-3800-4efc-bb08-e5ed59239cc1
Clothing,536cf034,False,Bank Transfer,131.12,73e7c0f4,Socks,8,,Phoenix,USA,CA,5316 Main St,54125,,2024-04-24 20:26:40,b8cc1d28-b6f7-4b7d-9f3d-1af0301a7e6d
Grocery,52c58dbf,True,Credit Card,134.65,97659b62,Cereal,5,1,Houston,USA,NY,8499 Cedar St,29501,"new,trending,exclusive",2024-05-06 18:59:40,8f977861-b711-483a-8a8c-1438c0d83057
Toys,51f1ac2d,True,Bank Transfer,29.94,ac2bf433,Puzzle,1,,Los Angeles,USA,TX,2901 Oak St,98990,"exclusive,limited,sale",2024-12-08 23:56:40,88c02cb8-6689-4d73-b8d6-a1954a2e153c
Sports,ecb4f3e0,False,Cash,197.74,a8625a94,Dumbbells,9,5,Chicago,USA,IL,4900 Oak St,82225,"sale,limited,exclusive",2024-11-10 13:47:40,b1d8a19b-9e04-4807-b99e-8dbe5bd71c24
Health,f9d97aec,False,Credit Card,87.88,40eaad18,Vitamins,4,3,Houston,USA,AZ,8864 Cedar St,95469,,2024-11-27 23:51:40,21acd472-537d-4393-9fa2-4c9bd329c4dc
Beauty,bdd1885b,True,PayPal,653.28,09d9052b,Nail Polish,4,,Phoenix,USA,AZ,4988 Pine St,34234,"new,sale",2024-07-31 16:06:40,ad9be69a-1c0c-4d07-b6ed-546344fd76d2
Health,26fefdd3,False,Cash,720.1,272dd3c7,Vitamins,10,,Los Angeles,USA,CA,7447 Cedar St,88224,"sale,exclusive,trending",2024-12-31 05:28:40,8102760f-1b13-4a2c-aee6-5bcd558d5dbd
Health,1dea77d1,False,PayPal,489.76,62caacb5,Bandages,4,3,Houston,USA,NY,426 Cedar St,95855,"new,exclusive,trending",2025-01-02 03:39:40,ca885f4a-50c5-4234-a0bd-7136f3f97fc4
Books,580d228e,False,Gift Card,571.55,19de5741,History,2,,Los Angeles,USA,AZ,1954 Main St,68345,,2024-11-07 14:54:40,68b0e4ba-8afa-4099-9839-18eeab553d37
Grocery,6b811f53,False,Cash,836.58,3e5bf79a,Snacks,5,5,Los Angeles,USA,CA,5522 Main St,26517,trending,2024-11-02 04:00:40,f9d2f01d-a2a1-4fa3-b33a-45dab62684a3
Health,42b16db5,False,Gift Card,612.69,4bc63059,Thermometer,1,4,Phoenix,USA,IL,8445 Maple St,49661,,2025-02-10 09:08:40,e1bfc859-f632-45f2-ac9d-ac8a63fa61e3
Toys,da78ab0d,True,Cash,391.59,545044ee,Action Figure,4,,Houston,USA,AZ,8037 Main St,85190,,2024-09-02 19:47:40,cfd0e194-0445-473b-bfa4-50eae53a1f94
Automotive,bcee98a3,False,PayPal,973.5,0283fcad,Tire Gauge,4,,Chicago,USA,AZ,573 Oak St,12123,,2024-03-22 14:08:40,154c0157-2736-41b4-9df5-b0c924de729c
Books,3d7c060a,False,Credit Card,607.95,7d309ff0,Fiction Novel,2,2,New York,USA,AZ,6959 Cedar St,28086,"sale,trending",2024-12-15 12:28:40,3c8475c4-744d-4a1a-9e54-c7fe810ecfc7
Sports,476f9242,True,Bank Transfer,963.18,98d3d603,Tennis Racket,2,2,New York,USA,IL,452 Maple St,61422,,2025-01-29 16:29:40,603078b4-63b5-4943-95b9-85afd423eebc
Sports,166655b6,False,Credit Card,990.25,6f1d17b9,Tennis Racket,6,,Houston,USA,IL,2884 Main St,18130,"sale,limited",2024-11-26 22:53:40,9ad4e3a2-1ff1-45f0-abd8-d2c44b42f7cc
Automotive,c2042acb,True,PayPal,976.75,f4880a15,Jump Starter,6,1,Los Angeles,USA,CA,7681 Cedar St,39155,"limited,sale,exclusive",2024-08-24 00:41:40,c0d6ef19-75cd-434f-8d07-e7f1fa044cf7
Health,d5a91449,False,Bank Transfer,36.47,ffc6afca,Bandages,4,,New York,USA,CA,7861 Main St,38107,"limited,trending",2024-06-13 04:46:40,14ab175e-91bf-4ee1-bfa5-26d99ed0fa99
Grocery,05efcfca,True,Cash,327.75,d111d024,Snacks,7,1,Chicago,USA,AZ,4482 Maple St,61799,"trending,new",2024-09-21 15:26:40,617d8a6d-6efd-4157-9d5f-9ed44e20fb84
Grocery,c68c7070,False,Gift Card,449.26,df9a962e,Canned Goods,10,4,Chicago,USA,IL,3842 Main St,85590,"limited,new",2025-02-22 11:39:40,dcaa3090-304e-455e-9f02-a5919e0f5bb3
Home & Kitchen,8560a29d,True,Bank Transfer,892.12,048ebb6d,Microwave,2,4,New York,USA,TX,1972 Cedar St,17126,,2024-04-11 16:13:40,da0b2520-7371-4698-83dd-6fa4e5cde4ae
Grocery,1296ed35,False,Debit Card,327.77,39486fd6,Cereal,5,,Los Angeles,USA,CA,2906 Oak St,65687,,2024-04-02 23:20:40,602f285d-be70-483e-9eca-14bfe9292a75
Books,5c75c5f1,True,Debit Card,433.17,adeecae3,Cookbook,3,3,New York,USA,CA,5626 Maple St,88846,"trending,new,limited",2024-06-29 00:56:40,db3602bf-25fb-40cb-a15f-fc58cc6fb82b
Automotive,fbeb8617,True,Debit Card,21.52,d149a603,Jump Starter,8,1,Phoenix,USA,AZ,9420 Cedar St,78713,sale,2025-03-18 10:20:40,36be08ae-0e61-4b6f-9934-77066120aecc
Electronics,196f7b05,False,Credit Card,934.15,e0629453,Smart Watch,3,4,Phoenix,USA,NY,644 Oak St,24772,"exclusive,trending",2024-04-22 09:06:40,7fdc1a8c-6f52-4e46-a5a0-fcbbbc0212f9
Automotive,9299dc73,True,Debit Card,363.2,ffd560e0,Jump Starter,4,,Houston,USA,AZ,3582 Pine St,68284,"new,trending",2024-05-21 18:57:40,340e8394-1da7-49f9-855f-cca64b2185f5
Electronics,19654253,False,Gift Card,173.36,c3f72af2,Smart Watch,1,,Houston,USA,CA,8640 Oak St,45946,trending,2024-05-03 15:33:40,31f2b06b-735b-4eee-9c4d-48739a881b3d
Sports,0e8aa78b,True,PayPal,416.28,09fa896c,Yoga Mat,3,2,Houston,USA,NY,5910 Maple St,74949,,2025-01-06 12:57:40,e6b7f299-d113-4375-91c1-01edadf89c1f
Automotive,63e0c75a,False,Gift Card,589.97,babd1a6e,Tire Gauge,4,1,New York,USA,CA,4246 Oak St,32292,"new,trending",2024-08-01 07:16:40,1da555cc-8fab-4a80-8a57-6fcd75ccb347
Health,8928fe80,True,PayPal,902.28,3698b287,Thermometer,2,5,New York,USA,TX,7723 Pine St,62902,new,2024-05-26 05:38:40,76e9d4e1-1181-4fdf-bdf4-aa67b3f43113
Books,9cf98b15,False,Credit Card,506.03,22e2a2d0,Fiction Novel,1,3,Chicago,USA,CA,8171 Maple St,98884,sale,2024-09-23 00:20:40,9c3f3b72-752b-4b1c-b5bf-7122818b78a9
Home & Kitchen,94be48a1,True,Bank Transfer,817.47,e92e8d2a,Blender,6,2,Los Angeles,USA,CA,9458 Maple St,71655,"new,exclusive,sale",2024-05-31 10:18:40,2c452c2b-168b-4643-8c52-2fafb160b8b2
Home & Kitchen,03626134,False,PayPal,741.39,26e0586e,Blender,2,5,Chicago,USA,NY,7112 Cedar St,61875,limited,2024-04-14 02:52:40,88af548a-c490-4a5a-b50f-f69ea87922a1
Clothing,04b8c188,False,Debit Card,272.09,4dbad82c,Socks,2,5,Los Angeles,USA,CA,1489 Maple St,23109,"exclusive,trending",2024-06-21 03:23:40,80d1f4ba-de97-4b01-bb0d-7fb09ea994f7
Beauty,1edbfe9e,False,Credit Card,73.92,299d4d9a,Perfume,8,5,Los Angeles,USA,TX,5376 Main St,52710,,2024-04-05 20:43:40,d2f9a0f7-36e9-4d3b-aab4-b5306a005f23
Grocery,7d81c931,True,PayPal,944.91,2c325cb0,Snacks,8,,Los Angeles,USA,AZ,6794 Cedar St,39785,"sale,exclusive",2025-03-07 04:41:40,c7ceccb9-43de-44f8-9eb4-16d5b3e7f511
Grocery,b1f36448,True,Credit Card,526.95,0b909bec,Pasta,4,5,Los Angeles,USA,NY,8516 Cedar St,44826,"new,exclusive",2024-12-12 16:03:40,2a25f873-dd31-4455-ab9b-15eb4e13dccb
Electronics,b24e62d5,False,Credit Card,109.06,b3fc1482,Laptop,7,1,Chicago,USA,NY,6496 Pine St,86920,,2025-01-14 12:22:40,71958894-d469-47a2-9b15-0f5f23eab8dd
Clothing,450e6b2d,False,Debit Card,322.39,8718c1a1,Jeans,2,3,Los Angeles,USA,AZ,283 Pine St,86419,,2024-08-14 06:44:40,4db9d19c-5398-4172-baba-c545a0f4c91f
Automotive,2d474033,True,Gift Card,514.23,3d309908,Car Wax,1,3,Houston,USA,IL,3172 Oak St,70766,trending,2024-10-06 18:28:40,a99de9e6-05c7-445d-8692-d45b2ee73409
Sports,a0f472f7,True,Debit Card,539.1,61cdad38,Tennis Racket,9,3,Phoenix,USA,TX,2520 Main St,64325,exclusive,2024-06-03 18:44:40,4331ba58-ff3a-4dc3-8107-ae0b19f10a1a
Beauty,7074ee69,False,Credit Card,468.01,eaea5b7c,Shampoo,2,2,Chicago,USA,TX,9363 Main St,47555,,2024-09-26 10:29:40,a691be5f-9932-4992-986b-ff388bee0728
Sports,25b6bee6,True,PayPal,397.35,a919c757,Bicycle,6,2,Los Angeles,USA,IL,1445 Main St,44584,,2024-07-04 14:34:40,e5d54af2-dc14-4895-a12c-ba2807c9452b
Beauty,2be804f1,False,PayPal,580.21,a6aadc88,Perfume,9,4,Phoenix,USA,NY,1351 Main St,31940,,2024-07-22 10:30:40,6718989c-c292-479a-9ddd-bf023a94b33f
